# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 321|      28|      0|    0.00|  0.00|                 0|             12|             10|               8|     28|            28|            1|
| 322|      72|      0|    0.00|  0.00|                 0|              7|             15|               7|     72|            72|            1|
| 323|      34|      0|    0.00|  0.00|                 0|             13|             10|               7|     34|            34|            1|
| 324|      66|      0|    0.07|  0.07|                 1|             15|             15|              12|     66|            66|            1|
| 325|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 326|      61|      0|    0.07|  0.06|                 1|             14|             16|              11|     61|            61|            1|
| 327|      34|      0|    0.00|  0.00|                 0|             14|             10|               9|     34|            34|            1|
| 328|      37|      0|    0.00|  0.00|                 0|             13|             11|               8|     37|            37|            1|
| 329|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 330|      68|      0|    0.07|  0.06|                 1|             15|             16|              12|     68|            68|            1|
| 331|      42|      0|    0.00|  0.00|                 0|             13|             12|               7|     42|            42|            1|
| 332|      27|      0|    0.00|  0.00|                 0|             12|             10|               9|     27|            27|            1|
| 333|      45|      0|    0.08|  0.08|                 1|             12|             13|               9|     45|            45|            1|
| 334|      30|      0|    0.00|  0.00|                 0|              4|             10|               0|     30|            30|            1|
| 335|      45|      0|    0.00|  0.00|                 0|             16|             13|               7|     45|            45|            1|
| 336|      40|      0|    0.00|  0.00|                 0|             13|             13|               8|     40|            40|            1|
| 337|      39|      0|    0.09|  0.08|                 1|             11|             13|               5|     39|            39|            1|
| 338|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 339|      38|      0|    0.00|  0.00|                 0|             14|             11|               6|     38|            38|            1|
| 340|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 341|      64|      0|    0.07|  0.07|                 1|             14|             15|               8|     64|            64|            1|
| 342|      17|      0|    0.67|  0.40|                 2|              3|              5|               0|     17|            17|            1|
| 343|      78|      0|    0.06|  0.06|                 1|             16|             18|              12|     78|            78|            1|
| 344|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 345|      63|      0|    0.17|  0.13|                 2|             12|             15|               8|     63|            63|            1|
| 346|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 347|      75|      0|    0.06|  0.06|                 1|             16|             18|              12|     75|            75|            1|
| 348|      29|      0|    0.00|  0.00|                 0|             12|             10|               6|     29|            29|            1|
| 349|      42|      0|    0.08|  0.08|                 1|             13|             12|               8|     42|            42|            1|
| 350|      41|      0|    0.00|  0.00|                 0|             13|             14|              10|     41|            41|            1|
| 351|      45|      0|    0.08|  0.08|                 1|             13|             13|              10|     45|            45|            1|
| 352|      63|      0|    0.00|  0.00|                 0|             17|             15|              11|     63|            63|            1|
| 353|      34|      0|    0.08|  0.10|                 1|             13|             10|               5|     34|            34|            1|
| 354|      23|      0|    0.00|  0.00|                 0|             13|              8|               5|     23|            23|            1|
| 355|      70|      0|    0.00|  0.00|                 0|             20|             15|              12|     70|            70|            1|
| 356|      17|      0|    0.67|  0.40|                 2|              3|              5|               0|     17|            17|            1|
| 357|      38|      0|    0.00|  0.00|                 0|             13|             11|               6|     38|            38|            1|
| 358|      47|      0|    0.00|  0.00|                 0|              6|             14|               4|     47|            47|            1|
| 359|      67|      0|    0.00|  0.00|                 0|             19|             16|               8|     67|            67|            1|
| 360|      62|      0|    0.06|  0.07|                 1|             16|             15|               9|     62|            62|            1|
| 361|      35|      0|    0.00|  0.00|                 0|             17|             11|              10|     35|            35|            1|
| 362|      49|      0|    0.07|  0.07|                 1|             15|             15|              12|     49|            49|            1|
| 363|      25|      0|    0.00|  0.00|                 0|             12|             10|               7|     25|            25|            1|
| 364|      43|      0|    0.08|  0.08|                 1|             13|             13|               9|     43|            43|            1|
| 365|      52|      0|    0.00|  0.00|                 0|             16|             15|              12|     52|            52|            1|
| 366|      21|      0|    0.00|  0.00|                 0|             12|              8|               6|     21|            21|            1|
| 367|      13|      0|    0.00|  0.00|                 0|              6|              3|               0|     13|            13|            1|
| 368|      32|      0|    0.00|  0.00|                 0|             14|             10|               9|     32|            32|            1|
| 369|      27|      0|    0.17|  0.20|                 2|             12|             10|               5|     27|            27|            1|
| 370|      25|      0|    0.00|  0.00|                 0|             13|             10|               5|     25|            25|            1|
| 371|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 372|      36|      0|    0.00|  0.00|                 0|             15|             10|               9|     36|            36|            1|
| 373|      31|      0|    0.00|  0.00|                 0|             13|             10|               9|     31|            31|            1|
| 374|      39|      0|    0.08|  0.08|                 1|             13|             13|               9|     39|            39|            1|
| 375|      49|      0|    0.00|  0.00|                 0|             17|             15|               9|     49|            49|            1|
| 376|      78|      0|    0.07|  0.06|                 1|             15|             18|              13|     78|            78|            1|
| 377|      69|      0|    0.00|  0.00|                 0|             19|             14|              12|     69|            69|            1|
| 378|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 379|      42|      0|    0.00|  0.00|                 0|             14|             12|               7|     42|            42|            1|
| 380|      32|      0|    0.00|  0.00|                 0|             13|             10|               9|     32|            32|            1|
| 381|      29|      0|    0.00|  0.00|                 0|             12|             10|               6|     29|            29|            1|
| 382|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 383|      27|      0|    0.00|  0.00|                 0|             12|             10|               5|     27|            27|            1|
| 384|      43|      0|    0.08|  0.08|                 1|             13|             13|               9|     43|            43|            1|
| 385|      39|      0|    0.00|  0.00|                 0|             14|             13|               8|     39|            39|            1|
| 386|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 387|      20|      0|    0.00|  0.00|                 0|              9|              8|               3|     20|            20|            1|
| 388|      42|      0|    0.08|  0.08|                 1|             12|             12|               8|     42|            42|            1|
| 389|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 390|      25|      0|    0.00|  0.00|                 0|             11|             10|               6|     25|            25|            1|
| 391|       9|      0|    1.00|  1.00|                 3|              3|              3|               0|      9|             9|            1|
| 392|      72|      0|    0.00|  0.00|                 0|             21|             15|              14|     72|            72|            1|
| 393|      32|      0|    0.00|  0.00|                 0|             12|             10|               3|     32|            32|            1|
| 394|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 395|      35|      0|    0.00|  0.00|                 0|             14|             11|               9|     35|            35|            1|
| 396|      23|      0|    0.00|  0.00|                 0|             10|              8|               3|     23|            23|            1|
| 397|      34|      0|    0.00|  0.00|                 0|             13|             10|               6|     34|            34|            1|
| 398|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 399|      34|      0|    0.00|  0.00|                 0|             13|             10|               7|     34|            34|            1|
| 400|      31|      0|    0.10|  0.10|                 1|             10|             10|               5|     31|            31|            1|
| 401|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 402|      51|      0|    0.07|  0.07|                 1|             14|             15|               7|     51|            51|            1|
| 403|      36|      0|    0.00|  0.00|                 0|             13|             10|               2|     36|            36|            1|
| 404|      44|      0|    0.08|  0.08|                 1|             13|             13|               8|     44|            44|            1|
| 405|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 406|      45|      0|    0.08|  0.08|                 1|             13|             13|               8|     45|            45|            1|
| 407|      38|      0|    0.00|  0.00|                 0|             13|             11|               6|     38|            38|            1|
| 408|      26|      0|    0.11|  0.10|                 1|              9|             10|               5|     26|            26|            1|
| 409|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 410|      75|      0|    0.07|  0.06|                 1|             15|             18|              12|     75|            75|            1|
| 411|      48|      0|    0.00|  0.00|                 0|             19|             14|              13|     48|            48|            1|
| 412|      95|      0|    0.00|  0.00|                 0|             21|             19|              14|     95|            95|            1|
| 413|      39|      0|    0.00|  0.00|                 0|             19|             13|              12|     39|            39|            1|
| 414|      55|      0|    0.00|  0.00|                 0|             16|             14|              10|     55|            55|            1|
| 415|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 416|      34|      0|    0.08|  0.10|                 1|             12|             10|               6|     34|            34|            1|
| 417|      44|      0|    0.00|  0.00|                 0|             15|             13|              10|     44|            44|            1|
| 418|      43|      0|    0.08|  0.08|                 1|             13|             13|               5|     43|            43|            1|
| 419|      30|      0|    0.00|  0.00|                 0|             11|             10|               7|     30|            30|            1|
| 420|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 421|      58|      0|    0.07|  0.07|                 1|             14|             15|               9|     58|            58|            1|
| 422|      41|      0|    0.00|  0.00|                 0|             14|             14|              11|     41|            41|            1|
| 423|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 424|      43|      0|    0.08|  0.08|                 1|             12|             13|               7|     43|            43|            1|
| 425|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 426|      40|      0|    0.08|  0.08|                 1|             13|             13|               8|     40|            40|            1|
| 427|      23|      0|    0.00|  0.00|                 0|              4|              8|               2|     23|            23|            1|
| 428|      29|      0|    0.09|  0.10|                 1|             11|             10|               4|     29|            29|            1|
| 429|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 430|      32|      0|    0.11|  0.10|                 1|              9|             10|               5|     32|            32|            1|
| 431|      20|      0|    0.00|  0.00|                 0|              7|              8|               5|     20|            20|            1|
| 432|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 433|      25|      0|    0.00|  0.00|                 0|             13|             10|               7|     25|            25|            1|
| 434|       9|      0|    1.00|  1.00|                 3|              3|              3|               0|      9|             9|            1|
| 435|      61|      0|    0.00|  0.00|                 0|             19|             11|               7|     61|            61|            1|
| 436|      64|      0|    0.06|  0.07|                 1|             16|             15|              10|     64|            64|            1|
| 437|      16|      0|    0.17|  0.20|                 1|              6|              5|               2|     16|            16|            1|
| 438|      38|      0|    0.08|  0.09|                 1|             12|             11|               3|     38|            38|            1|
| 439|       9|      0|    0.00|  0.00|                 0|              3|              3|               0|      9|             9|            1|
| 440|      38|      0|    0.00|  0.00|                 0|             14|             11|               6|     38|            38|            1|
| 441|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
| 442|      26|      0|    0.10|  0.10|                 1|             10|             10|               7|     26|            26|            1|
| 443|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 444|      28|      0|    0.09|  0.10|                 1|             11|             10|               7|     28|            28|            1|
| 445|      35|      0|    0.00|  0.00|                 0|             14|             11|               8|     35|            35|            1|
| 446|       6|      0|    0.00|  0.00|                 0|              5|              3|               0|      6|             6|            1|
| 447|       9|      0|    0.67|  0.67|                 2|              3|              3|               0|      9|             9|            1|
| 448|      22|      0|    0.00|  0.00|                 0|             12|              8|               5|     22|            22|            1|
| 449|      18|      0|    0.00|  0.00|                 0|              4|              6|               2|     18|            18|            1|
| 450|      26|      0|    0.00|  0.00|                 0|             12|             10|               2|     26|            26|            1|
| 451|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 452|      20|      0|    0.20|  0.12|                 1|              5|              8|               3|     20|            20|            1|
| 453|      21|      0|    0.00|  0.00|                 0|              4|              8|               2|     21|            21|            1|
| 454|      20|      0|    0.20|  0.12|                 1|              5|              8|               3|     20|            20|            1|
| 455|      26|      0|    0.00|  0.00|                 0|             12|             10|               7|     26|            26|            1|
| 456|      21|      0|    0.00|  0.00|                 0|              4|              8|               2|     21|            21|            1|
| 457|      30|      0|    0.11|  0.10|                 1|              9|             10|               7|     30|            30|            1|
| 458|       9|      0|    1.00|  1.00|                 3|              3|              3|               0|      9|             9|            1|
| 459|      28|      0|    0.14|  0.10|                 1|              7|             10|               4|     28|            28|            1|
| 460|      23|      0|    0.00|  0.00|                 0|             13|              8|               7|     23|            23|            1|
| 461|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 462|      13|      0|    0.00|  0.00|                 0|              4|              3|               0|     13|            13|            1|
| 463|      21|      0|    0.00|  0.00|                 0|              4|              8|               1|     21|            21|            1|
| 464|      33|      0|    0.11|  0.09|                 1|              9|             11|               5|     33|            33|            1|
| 465|      26|      0|    0.00|  0.00|                 0|             14|             10|               9|     26|            26|            1|
| 466|       9|      0|    0.67|  0.67|                 2|              3|              3|               0|      9|             9|            1|
| 467|      22|      0|    0.20|  0.12|                 1|              5|              8|               4|     22|            22|            1|
| 468|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 469|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 470|      29|      0|    0.00|  0.00|                 0|             12|             10|               7|     29|            29|            1|
| 471|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 472|      32|      0|    0.00|  0.00|                 0|             14|             10|               7|     32|            32|            1|
| 473|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 474|       5|      0|    0.00|  0.00|                 0|              3|              3|               0|      5|             5|            1|
| 475|      34|      0|    0.00|  0.00|                 0|             15|             10|               5|     34|            34|            1|
| 476|      20|      0|    0.00|  0.00|                 0|              4|              8|               2|     20|            20|            1|
| 477|      21|      0|    0.00|  0.00|                 0|             11|              8|               5|     21|            21|            1|
| 478|       6|      0|    0.00|  0.00|                 0|              3|              3|               0|      6|             6|            1|
| 479|      23|      0|    0.00|  0.00|                 0|             12|              8|               2|     23|            23|            1|
| 480|       9|      0|    1.00|  1.00|                 3|              3|              3|               0|      9|             9|            1|
| 481|      33|      0|    0.07|  0.09|                 1|             15|             11|               8|     33|            33|            1|
| 482|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 483|      29|      0|    0.00|  0.00|                 0|             14|             10|               7|     29|            29|            1|
| 484|      20|      0|    0.00|  0.00|                 0|              4|              8|               1|     20|            20|            1|
| 485|      21|      0|    0.20|  0.12|                 1|              5|              8|               3|     21|            21|            1|
| 486|      21|      0|    0.00|  0.00|                 0|             11|              8|               5|     21|            21|            1|
| 487|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 488|      31|      0|    0.00|  0.00|                 0|             15|             10|               7|     31|            31|            1|
| 489|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 490|      10|      0|    0.00|  0.00|                 0|              3|              3|               0|     10|            10|            1|
| 491|      35|      0|    0.00|  0.00|                 0|             12|             11|               7|     35|            35|            1|
| 492|      32|      0|    0.00|  0.00|                 0|              4|             10|               2|     32|            32|            1|
| 493|      21|      0|    0.00|  0.00|                 0|              9|              8|               3|     21|            21|            1|
| 494|      33|      0|    0.00|  0.00|                 0|              5|             11|               4|     33|            33|            1|
| 495|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
| 496|      22|      0|    0.00|  0.00|                 0|              4|              8|               2|     22|            22|            1|
| 497|       8|      0|    0.00|  0.00|                 0|              5|              3|               0|      8|             8|            1|
| 498|      62|      0|    0.00|  0.00|                 0|              7|             15|               5|     62|            62|            1|
| 499|      58|      0|    0.07|  0.07|                 1|             15|             15|              12|     58|            58|            1|
| 500|      23|      0|    0.00|  0.00|                 0|              4|              8|               2|     23|            23|            1|
| 501|      25|      0|    0.00|  0.00|                 0|             14|             10|               7|     25|            25|            1|
| 502|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 503|      19|      0|    0.00|  0.00|                 0|             13|              6|               5|     19|            19|            1|
| 504|      32|      0|    0.08|  0.10|                 1|             12|             10|               7|     32|            32|            1|
| 505|      33|      0|    0.00|  0.00|                 0|             16|             11|               9|     33|            33|            1|
| 506|      41|      0|    0.08|  0.07|                 1|             13|             14|               9|     41|            41|            1|
| 507|      21|      0|    0.00|  0.00|                 0|             14|              8|               5|     21|            21|            1|
| 508|     106|      0|    0.05|  0.06|                 1|             22|             18|              13|    106|           106|            1|
| 509|      26|      0|    0.00|  0.00|                 0|             13|             10|               9|     26|            26|            1|
| 510|      38|      0|    0.08|  0.09|                 1|             12|             11|               6|     38|            38|            1|
| 511|      27|      0|    0.00|  0.00|                 0|             14|             10|               9|     27|            27|            1|
| 512|      46|      0|    0.07|  0.08|                 1|             14|             13|              10|     46|            46|            1|
| 513|      31|      0|    0.00|  0.00|                 0|             15|             10|               7|     31|            31|            1|
| 514|      32|      0|    0.00|  0.00|                 0|             14|             10|               7|     32|            32|            1|
| 515|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 516|      34|      0|    0.00|  0.00|                 0|             14|             10|               9|     34|            34|            1|
| 517|      46|      0|    0.00|  0.00|                 0|             16|             13|              10|     46|            46|            1|
| 518|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 519|      23|      0|    0.00|  0.00|                 0|             11|              8|               4|     23|            23|            1|
| 520|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 521|     124|      0|    0.05|  0.17|                 1|             21|              6|               3|    124|           124|            1|
| 522|      47|      0|    0.00|  0.00|                 0|             15|             12|               4|     47|            47|            1|
| 523|      75|      0|    0.00|  0.00|                 0|             19|             14|               7|     75|            75|            1|
| 524|      37|      0|    0.00|  0.00|                 0|             15|             12|               9|     37|            37|            1|
| 525|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 526|      95|      0|    0.05|  0.05|                 1|             20|             19|              14|     95|            95|            1|
| 527|      30|      0|    0.00|  0.00|                 0|             14|             10|               8|     30|            30|            1|
| 528|      26|      0|    0.00|  0.00|                 0|             11|             10|               7|     26|            26|            1|
| 529|      24|      0|    0.00|  0.00|                 0|             14|              8|               7|     24|            24|            1|
| 530|      22|      0|    0.00|  0.00|                 0|             12|              8|               7|     22|            22|            1|
| 531|      79|      0|    0.06|  0.05|                 1|             16|             19|              13|     79|            79|            1|
| 532|      31|      0|    0.00|  0.00|                 0|             15|             10|               9|     31|            31|            1|
| 533|      39|      0|    0.00|  0.00|                 0|             13|             13|              10|     39|            39|            1|
| 534|      65|      0|    0.06|  0.07|                 1|             17|             15|              12|     65|            65|            1|
| 535|      17|      0|    0.00|  0.00|                 0|             13|              5|               3|     17|            17|            1|
| 536|      23|      0|    0.00|  0.00|                 0|             13|              8|               5|     23|            23|            1|
| 537|      25|      0|    0.00|  0.00|                 0|             14|              8|               7|     25|            25|            1|
| 538|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 539|      23|      0|    0.00|  0.00|                 0|             12|              8|               5|     23|            23|            1|
| 540|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 541|      29|      0|    0.00|  0.00|                 0|             14|             10|               9|     29|            29|            1|
| 542|      57|      0|    0.07|  0.07|                 1|             14|             15|              12|     57|            57|            1|
| 543|      29|      0|    0.00|  0.00|                 0|             15|             10|               9|     29|            29|            1|
| 544|      25|      0|    0.00|  0.00|                 0|             13|              8|               7|     25|            25|            1|
| 545|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 546|      24|      0|    0.00|  0.00|                 0|             12|              8|               5|     24|            24|            1|
| 547|      30|      0|    0.00|  0.00|                 0|             14|             10|               9|     30|            30|            1|
| 548|      40|      0|    0.07|  0.08|                 1|             14|             13|              10|     40|            40|            1|
| 549|      29|      0|    0.00|  0.00|                 0|             13|             10|               9|     29|            29|            1|
| 550|      79|      0|    0.06|  0.05|                 1|             18|             19|              16|     79|            79|            1|
| 551|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 552|      32|      0|    0.08|  0.10|                 1|             12|             10|               5|     32|            32|            1|
| 553|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 554|      34|      0|    0.00|  0.00|                 0|             13|             10|               6|     34|            34|            1|
| 555|      16|      0|    0.10|  0.20|                 1|             10|              5|               4|     16|            16|            1|
| 556|      72|      0|    0.00|  0.00|                 0|              7|             15|               7|     72|            72|            1|
| 557|      83|      0|    0.06|  0.05|                 1|             18|             19|              12|     83|            83|            1|
| 558|      16|      0|    0.12|  0.20|                 1|              8|              5|               4|     16|            16|            1|
| 559|      37|      0|    0.00|  0.00|                 0|             15|             11|               8|     37|            37|            1|
| 560|      30|      0|    0.00|  0.00|                 0|              5|             10|               3|     30|            30|            1|
| 561|      72|      0|    0.06|  0.07|                 1|             16|             15|              10|     72|            72|            1|
| 562|       5|      0|    0.00|  0.00|                 0|              4|              3|               0|      5|             5|            1|
| 563|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 564|      32|      0|    0.11|  0.10|                 1|              9|             10|               3|     32|            32|            1|
| 565|      26|      0|    0.00|  0.00|                 0|             12|             10|               3|     26|            26|            1|
| 566|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 567|       9|      0|    0.00|  0.00|                 0|              3|              3|               0|      9|             9|            1|
| 568|      30|      0|    0.00|  0.00|                 0|             13|             10|               6|     30|            30|            1|
| 569|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 570|      30|      0|    0.12|  0.10|                 1|              8|             10|               5|     30|            30|            1|
| 571|      32|      0|    0.00|  0.00|                 0|             13|             10|               7|     32|            32|            1|
| 572|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 573|      11|      0|    0.00|  0.00|                 0|              5|              3|               0|     11|            11|            1|
| 574|      26|      0|    0.00|  0.00|                 0|             13|             10|               7|     26|            26|            1|
| 575|      15|      0|    0.00|  0.00|                 0|              4|              3|               0|     15|            15|            1|
| 576|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 577|      14|      0|    0.00|  0.00|                 0|              4|              3|               0|     14|            14|            1|
| 578|      32|      0|    0.00|  0.00|                 0|             11|             10|               7|     32|            32|            1|
| 579|      16|      0|    0.00|  0.00|                 0|              3|              5|               0|     16|            16|            1|
| 580|      32|      0|    0.12|  0.10|                 1|              8|             10|               5|     32|            32|            1|
| 581|      32|      0|    0.00|  0.00|                 0|             14|             10|               7|     32|            32|            1|
| 582|      16|      0|    0.00|  0.00|                 0|              3|              5|               0|     16|            16|            1|
| 583|      17|      0|    0.00|  0.00|                 0|              4|              5|               1|     17|            17|            1|
| 584|      33|      0|    0.00|  0.00|                 0|             10|             11|               6|     33|            33|            1|
| 585|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 586|      15|      0|    0.00|  0.00|                 0|              5|              3|               0|     15|            15|            1|
| 587|      11|      0|    0.00|  0.00|                 0|              3|              3|               0|     11|            11|            1|
| 588|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 589|      27|      0|    0.20|  0.10|                 1|              5|             10|               4|     27|            27|            1|
| 590|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
| 591|      29|      0|    0.00|  0.00|                 0|             13|             10|               1|     29|            29|            1|
| 592|      17|      0|    0.67|  0.40|                 2|              3|              5|               0|     17|            17|            1|
| 593|      33|      0|    0.17|  0.09|                 1|              6|             11|               3|     33|            33|            1|
| 594|       8|      0|    0.00|  0.00|                 0|              3|              3|               0|      8|             8|            1|
| 595|      35|      0|    0.00|  0.00|                 0|             13|             11|               8|     35|            35|            1|
| 596|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 597|      32|      0|    0.17|  0.10|                 1|              6|             10|               5|     32|            32|            1|
| 598|      39|      0|    0.00|  0.00|                 0|             13|             13|               9|     39|            39|            1|
| 599|      13|      0|    0.00|  0.00|                 0|              5|              3|               0|     13|            13|            1|
| 600|      16|      0|    0.00|  0.00|                 0|              9|              5|               0|     16|            16|            1|
| 601|      18|      0|    0.20|  0.17|                 1|              5|              6|               2|     18|            18|            1|
| 602|      33|      0|    0.00|  0.00|                 0|             13|             11|               7|     33|            33|            1|
| 603|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 604|      14|      0|    0.00|  0.00|                 0|              4|              3|               0|     14|            14|            1|
| 605|      11|      0|    0.00|  0.00|                 0|              5|              3|               0|     11|            11|            1|
| 606|      38|      0|    0.00|  0.00|                 0|             13|             11|               7|     38|            38|            1|
| 607|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 608|      15|      0|    0.00|  0.00|                 0|              4|              3|               0|     15|            15|            1|
| 609|       9|      0|    0.00|  0.00|                 0|              3|              3|               0|      9|             9|            1|
| 610|      22|      0|    0.00|  0.00|                 0|              8|              8|               4|     22|            22|            1|
| 611|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 612|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 613|      28|      0|    0.00|  0.00|                 0|             10|             10|               5|     28|            28|            1|
| 614|      28|      0|    0.00|  0.00|                 0|              4|             10|               2|     28|            28|            1|
| 615|       6|      0|    0.00|  0.00|                 0|              3|              3|               0|      6|             6|            1|
| 616|      26|      0|    0.00|  0.00|                 0|             10|             10|               7|     26|            26|            1|
| 617|      61|      0|    0.00|  0.00|                 0|              7|             16|               8|     61|            61|            1|
| 618|      23|      0|    0.11|  0.12|                 1|              9|              8|               3|     23|            23|            1|
| 619|       6|      0|    0.00|  0.00|                 0|              3|              3|               0|      6|             6|            1|
| 620|      78|      0|    0.00|  0.00|                 0|             19|             18|              14|     78|            78|            1|
| 621|      50|      0|    0.00|  0.00|                 0|              6|             14|               3|     50|            50|            1|
| 622|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 623|      25|      0|    0.00|  0.00|                 0|             12|             10|               6|     25|            25|            1|
| 624|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 625|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 626|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 627|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 628|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 629|      22|      0|    0.00|  0.00|                 0|             11|              8|               7|     22|            22|            1|
| 630|      22|      0|    0.00|  0.00|                 0|              4|              8|               2|     22|            22|            1|
| 631|      17|      0|    0.00|  0.00|                 0|              5|              5|               2|     17|            17|            1|
| 632|      24|      0|    0.00|  0.00|                 0|              4|              8|               2|     24|            24|            1|
| 633|      25|      0|    0.00|  0.00|                 0|             12|             10|               9|     25|            25|            1|
| 634|      45|      0|    0.00|  0.00|                 0|              5|             13|               4|     45|            45|            1|
| 635|       6|      0|    0.00|  0.00|                 0|              3|              3|               0|      6|             6|            1|
| 636|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 637|      24|      0|    0.00|  0.00|                 0|              9|              8|               5|     24|            24|            1|
| 638|      11|      0|    0.00|  0.00|                 0|              3|              3|               0|     11|            11|            1|
| 639|      58|      0|    0.00|  0.00|                 0|              6|             15|               6|     58|            58|            1|
| 640|      14|      0|    0.00|  0.00|                 0|              5|              3|               0|     14|            14|            1|
| 641|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 642|       5|      0|    0.00|  0.00|                 0|              3|              3|               0|      5|             5|            1|
| 643|       8|      0|    0.00|  0.00|                 0|              3|              3|               0|      8|             8|            1|
| 644|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
